_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId
5ff1e1e90a7214ada1000569,,,2021-01-03 10:25:29.000,2021-01-03 10:25:29.000,,2021-01-03 10:25:29.000,,,,0,"{'needsFetchReview': True, 'needsFetchReviewReason': 'USER_FLAGGED', 'partnerItemId': '1', 'preventTargetGapPoints': True, 'userFlaggedBarcode': '4011', 'userFlaggedDescription': '', 'userFlaggedNewItem': True, 'userFlaggedPrice': '25.00', 'userFlaggedQuantity': 3}",FLAGGED,0.00,5ff1e1e9b6a9d73a3a9f10f6
5ff1e1df0a7214ada1000564,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 10:25:19.000,2021-01-03 10:25:19.000,2021-01-03 10:25:20.000,2021-01-03 10:25:25.000,2021-01-03 10:25:19,750.0,2021-01-02 10:25:19,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,11.00,5ff1e1dfcfcf6c399c274ab3
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 10:24:36.000,2021-01-03 10:24:36.000,,2021-01-03 10:24:37.000,2021-01-03 10:24:36,750.0,2021-01-02 10:24:36,1,"{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FLAGGED,1.00,5ff1e1b4cfcf6c399c274a54
5ff1e1eb0a720f0523000576,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 10:25:31.000,2021-01-03 10:25:31.000,2021-01-03 10:25:32.000,2021-01-03 10:25:36.000,2021-01-03 10:25:32,300.0,2021-01-02 19:00:00,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '26.00', 'itemPrice': '26.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '26.00', 'userFlaggedQuantity': 2}",FINISHED,26.00,5ff1e1eacfcf6c399c274ae6
5ff1e1c80a720f052300056d,5,All-receipts receipt bonus,2021-01-03 10:24:56.000,2021-01-03 10:24:56.000,2021-01-03 10:25:02.000,2021-01-03 10:25:02.000,2021-01-03 10:24:56,5.0,2021-01-02 10:24:56,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 16:18:01.000,2020-10-30 16:18:01.000,2021-01-03 10:39:55.000,2021-01-03 10:39:55.000,2021-01-03 10:39:55,389.2,2020-10-29 16:18:01,6,"{'barcode': '075925306254', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,14.00,5f9c74e3f1937815bd2c1d73
5ff1e1960a720f0523000567,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 10:24:06.000,2021-01-03 10:24:06.000,2021-01-03 10:24:10.000,2021-01-03 10:24:10.000,2021-01-03 10:24:10,750.0,2021-01-02 10:24:06,1,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.00,5ff1e196cfcf6c399c274a38
5ff1e1ec0a7214ada100056c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 10:25:32.000,2021-01-03 10:25:32.000,2021-01-03 10:25:32.000,2021-01-03 10:25:37.000,2021-01-03 10:25:32,150.0,2021-01-02 19:00:00,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '21.00', 'itemPrice': '21.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '21.00', 'userFlaggedQuantity': 2}",FINISHED,21.00,5ff1e1eacfcf6c399c274ae6
5ff1e1d70a720f0523000571,40,COMPLETE_PARTNER_RECEIPT,2021-01-03 10:25:11.000,2021-01-03 10:25:11.000,2021-01-03 10:25:12.000,2021-01-03 10:25:12.000,2021-01-03 10:25:12,185.0,2021-01-02 10:25:11,2,"{'barcode': '041000168468', 'description': 'KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'quantityPurchased': 1, 'rewardsGroup': 'KNORR SIDES', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800'}",FINISHED,2.00,5ff1e194b6a9d73a3a9f1052
5ff1e1c60a7214ada100055e,5,All-receipts receipt bonus,2021-01-03 10:24:54.000,2021-01-03 10:24:54.000,2021-01-03 10:24:59.000,2021-01-03 10:24:59.000,2021-01-03 10:24:54,5.0,2021-01-02 10:24:54,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a7214ada1000570,5,All-receipts receipt bonus,2021-01-03 10:25:34.000,2021-01-03 10:25:34.000,2021-01-03 10:25:35.000,2021-01-03 10:25:40.000,2021-01-03 10:25:35,5.0,2021-01-02 19:00:00,5,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '27.00', 'itemPrice': '27.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '27.00', 'userFlaggedQuantity': 5}",FINISHED,27.00,5ff1e1eacfcf6c399c274ae6
5ff1e1cf0a720f0523000570,5,All-receipts receipt bonus,2021-01-03 10:25:03.000,2021-01-03 10:25:03.000,2021-01-03 10:25:09.000,2021-01-03 10:25:09.000,2021-01-03 10:25:03,5.0,2021-01-02 10:25:03,2,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
5ff1e1e10a720f0523000572,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-03 10:25:21.000,2021-01-03 10:25:21.000,2021-01-03 10:25:21.000,2021-01-03 10:25:26.000,2021-01-03 10:25:21,35.0,2021-01-02 10:25:21,1,"{'barcode': '079400066619', 'competitiveProduct': True, 'description': 'SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612', 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'originalMetaBriteBarcode': '080878042197', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'SUAVE HAIR CARE', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800', 'userFlaggedBarcode': '079400066619'}",FINISHED,1.00,5ff1e194b6a9d73a3a9f1052
5ff1e1d40a7214ada1000562,,,2021-01-03 10:25:08.000,2021-01-03 10:25:08.000,,2021-01-03 10:25:08.000,,,2017-10-29 20:00:00,3,"{'deleted': True, 'description': 'DELETED ITEM', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",REJECTED,3.00,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a720f0523000578,5,All-receipts receipt bonus,2021-01-03 10:25:34.000,2021-01-03 10:25:34.000,2021-01-03 10:25:34.000,2021-01-03 10:25:39.000,2021-01-03 10:25:34,5.0,2021-01-02 19:00:00,4,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '27.00', 'itemPrice': '27.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 4, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '27.00', 'userFlaggedQuantity': 4}",FINISHED,27.00,5ff1e1eacfcf6c399c274ae6
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 14:48:19.000,2021-01-04 14:48:19.000,2021-01-04 14:48:20.000,2021-01-04 14:48:20.000,2021-01-04 14:48:20,650.0,2020-12-19 19:00:00,10,"{'barcode': '087684001127', 'description': ""CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct"", 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': ""CAPRI SUN ROARIN' WATERS BEVERAGE DRINK"", 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,10.00,5ff370c562fde912123a5e0e
5ff36dcc0a720f05230005b1,5,All-receipts receipt bonus,2021-01-04 14:34:36.000,2021-01-04 14:34:36.000,2021-01-04 14:34:36.000,2021-01-04 14:34:36.000,2021-01-04 14:34:36,55.0,2021-01-04 14:34:36,1,"{'barcode': '071040063102', 'competitiveProduct': True, 'finalPrice': '0.99', 'itemPrice': '0.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,0.99,5ff36d0362fde912123a5535
5ff36c750a7214ada100058f,,,2021-01-04 14:28:53.000,2021-01-04 14:28:53.000,2021-01-04 14:28:54.000,2021-01-04 14:28:54.000,2021-01-04 14:28:54,500.0,2021-01-03 14:28:53,9,"{'barcode': '029000079236', 'description': 'PLANTERSe Cashew Halves & Pieces - 46 oz.', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'PLANTERS CASHEWS', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,89.91,5ff36be7135e7011bcb856d3
5ff36d860a720f05230005a7,45,COMPLETE_PARTNER_RECEIPT,2021-01-04 14:33:26.000,2021-01-04 14:33:26.000,2021-01-04 14:33:26.000,2021-01-04 14:33:26.000,2021-01-04 14:33:26,50.0,2021-01-03 14:33:26,1,"{'barcode': '041129002292', 'description': 'CLASSICO Traditional Basil Pesto 14OZ 12pack', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'CLASSICO PESTO', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,54943462e4b07e684157a532
5ff36d9f0a720f05230005ab,45,COMPLETE_PARTNER_RECEIPT,2021-01-04 14:33:51.000,2021-01-04 14:33:51.000,2021-01-04 14:33:51.000,2021-01-04 14:33:51.000,2021-01-04 14:33:51,50.0,2020-12-19 14:33:51,1,"{'barcode': '043000946060', 'description': 'K9 Crystal Chandelier with 4 Lights in Globe Shape', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'KOOL-AID BURSTS DRINK', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,5ff36d0362fde912123a5535
5ff36adb0a720f0523000590,,,2021-01-04 14:22:03.000,2021-01-04 14:22:03.000,2021-01-04 14:22:04.000,2021-01-04 14:22:04.000,2021-01-04 14:22:04,250.0,2020-12-30 01:00:00,5,"{'barcode': '044700009888', 'description': 'OSCAR MAYER Cotto Salami, 12 oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER LUNCH MEAT', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,49.95,5ff36a3862fde912123a4460
5ff36da00a7214ada100059b,5,All-receipts receipt bonus,2021-01-04 14:33:52.000,2021-01-04 14:33:52.000,2021-01-04 14:33:52.000,2021-01-04 14:33:52.000,2021-01-04 14:33:52,5.0,2021-01-03 14:33:52,1,"{'barcode': '021000012961', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO STRING OR STICK CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.00,5ff36d0362fde912123a5535
5ff36dc40a7214ada100059f,5,All-receipts receipt bonus,2021-01-04 14:34:28.000,2021-01-04 14:34:28.000,2021-01-04 14:34:28.000,2021-01-04 14:34:28.000,2021-01-04 14:34:28,355.0,2021-01-03 14:34:28,9,"{'barcode': '021000678358', 'description': 'KRAFT Barbecue Roasted Garlic 18 OZ 002100067835', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,89.91,5ff36d0362fde912123a5535
5ff3710b0a7214ada10005a7,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 14:48:27.000,2021-01-04 14:48:27.000,2021-01-04 14:48:28.000,2021-01-04 14:48:28.000,2021-01-04 14:48:28,600.0,2021-01-03 14:48:27,9,"{'barcode': '044700033302', 'description': 'OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'OSCAR MAYER CARVING BOARD', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,89.91,5ff370c562fde912123a5e0e
5ff36d780a7214ada1000593,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-04 14:33:12.000,2021-01-04 14:33:12.000,2021-01-04 14:33:14.000,2021-01-04 14:33:14.000,2021-01-04 14:33:14,1750.0,2021-01-04 14:33:12,1,"{'barcode': '021000059232', 'competitiveProduct': True, 'finalPrice': '10', 'itemPrice': '10', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,10.00,5ff36d78135e7011bcb86488
5ff371410a7214ada10005ba,45,COMPLETE_PARTNER_RECEIPT,2021-01-04 14:49:21.000,2021-01-04 14:49:21.000,2021-01-04 14:49:21.000,2021-01-04 14:49:21.000,2021-01-04 14:49:21,350.0,2021-01-03 14:49:21,1,"{'barcode': '043000004944', 'description': 'MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'pointsEarned': '5.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,1.00,5ff370c562fde912123a5e0e
5ff36c8b0a720f05230005a1,5,All-receipts receipt bonus,2021-01-04 14:29:15.000,2021-01-04 14:29:15.000,2021-01-04 14:29:17.000,2021-01-04 14:29:17.000,2021-01-04 14:29:17,5.0,2021-01-03 14:29:15,1,"{'barcode': '759283400082', 'description': 'KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,1.00,54943462e4b07e684157a532
